,Date,Bexley,Hounslow
1666,2004-07-23,16.9,21.8
1667,2004-07-24,16,19
1668,2004-07-25,13.5,14.6
1669,2004-07-26,12.7,15.1
1670,2004-07-27,20.8,17.8
1671,2004-07-28,29,36.7
1672,2004-07-29,33.4,42.6
1673,2004-07-30,19,24.5
1674,2004-07-31,25.5,29.8
1675,2004-08-01,29.2,35.8
1676,2004-08-02,38.3,48.1
1677,2004-08-03,35.1,47.1
1678,2004-08-04,NA,32.3
1679,2004-08-05,NA,44.5
1680,2004-08-06,NA,23.8
1681,2004-08-07,23.3,21.8
1682,2004-08-08,33.5,38.5
1683,2004-08-09,31.3,31.3
1684,2004-08-10,16.9,20.7
1685,2004-08-11,16.7,26.1
1686,2004-08-12,15.6,23.8
1687,2004-08-13,17.7,21.9
1688,2004-08-14,27.6,31.3
1689,2004-08-15,11.4,15.3
1690,2004-08-16,12.5,17.3
1691,2004-08-17,15.1,21.8
1692,2004-08-18,14.4,22.1
1693,2004-08-19,15.5,19.2
1694,2004-08-20,15.2,18.3
1695,2004-08-21,17.1,18.8
1696,2004-08-22,17,21.7
1697,2004-08-23,16,19.6
1698,2004-08-24,12.2,17.1
1699,2004-08-25,12,16.4
1700,2004-08-26,12.8,14.8
1701,2004-08-27,11.5,15.6
1702,2004-08-28,13.6,20.2
1703,2004-08-29,12.6,13.9
1704,2004-08-30,13.7,16.6
1705,2004-08-31,21.8,25.9
1706,2004-09-01,23,32.2
1707,2004-09-02,31.1,40.6
1708,2004-09-03,36.3,40.7
1709,2004-09-04,21.6,NA
1710,2004-09-05,35.9,NA
1711,2004-09-06,27.6,NA
1712,2004-09-07,25.8,NA
1713,2004-09-08,24.9,29.1
1714,2004-09-09,32,41.3
1715,2004-09-10,30.7,36.8
1716,2004-09-11,12,16.3
1717,2004-09-12,14.1,15.6
1718,2004-09-13,14.5,18.2
1719,2004-09-14,16.3,20.3
1720,2004-09-15,18.5,20.8
1721,2004-09-16,18.2,23.1
1722,2004-09-17,17.2,21.9
1723,2004-09-18,11.9,15.1
1724,2004-09-19,13.1,14.9
1725,2004-09-20,15,18
1726,2004-09-21,20.6,24.1
1727,2004-09-22,17.7,20.9
1728,2004-09-23,10.1,14.1
1729,2004-09-24,13.6,18.7
1730,2004-09-25,18.5,20.1
1731,2004-09-26,10.9,14.1
1732,2004-09-27,14.9,18.7
1733,2004-09-28,16,20.8
1734,2004-09-29,16.6,21.9
1735,2004-09-30,16.8,22.6
1736,2004-10-01,15.4,24.7
1737,2004-10-02,18.1,NA
1738,2004-10-03,13.9,NA
1739,2004-10-04,12.5,18.3
1740,2004-10-05,17.3,21.2
1741,2004-10-06,13.8,16.9
1742,2004-10-07,16.1,22.8
1743,2004-10-08,16.8,23.7
1744,2004-10-09,13.6,17.1
1745,2004-10-10,19.6,20.9
1746,2004-10-11,24.1,26.4
1747,2004-10-12,17.8,20.9
1748,2004-10-13,15.5,27.2
1749,2004-10-14,11,15
1750,2004-10-15,12.8,15.6
1751,2004-10-16,13.4,18.1
1752,2004-10-17,13,13.5
1753,2004-10-18,16.9,22.5
1754,2004-10-19,23.8,31.3
1755,2004-10-20,13.9,19.4
1756,2004-10-21,16.7,22.2
1757,2004-10-22,18.8,24.8
1758,2004-10-23,11.8,15.7
1759,2004-10-24,14.4,18.4
1760,2004-10-25,15.1,NA
1761,2004-10-26,20.4,NA
1762,2004-10-27,16.3,16.1
1763,2004-10-28,17.4,25.2
1764,2004-10-29,19.2,29.2
1765,2004-10-30,38.5,38
1766,2004-10-31,12.5,15
1767,2004-11-01,24.6,19.1
1768,2004-11-02,20.4,23.9
1769,2004-11-03,23.3,29.9
1770,2004-11-04,20,21.5
1771,2004-11-05,61.2,38
1772,2004-11-06,50.1,42.4
1773,2004-11-07,22,NA
1774,2004-11-08,9.7,NA
1775,2004-11-09,15.7,21.5
1776,2004-11-10,15.2,16.5
1777,2004-11-11,25.6,26.6
1778,2004-11-12,14.3,19.8
1779,2004-11-13,15,19.7
1780,2004-11-14,23.3,27.6
1781,2004-11-15,16.6,20.1
1782,2004-11-16,14.5,19.1
1783,2004-11-17,13.3,17.4
1784,2004-11-18,8.6,13.1
1785,2004-11-19,18.8,20.3
1786,2004-11-20,18,24.3
1787,2004-11-21,13.8,17.6
1788,2004-11-22,14.6,18
1789,2004-11-23,26.5,30.8
1790,2004-11-24,22.9,37.3
1791,2004-11-25,23.4,34.4
1792,2004-11-26,14.4,22.1
1793,2004-11-27,16.3,26
1794,2004-11-28,7.9,8.4
1795,2004-11-29,20.8,29.2
1796,2004-11-30,32.3,49.7
1797,2004-12-01,22.8,27.2
1798,2004-12-02,27.9,36.9
1799,2004-12-03,21.8,34.5
1800,2004-12-04,19.7,29.5
1801,2004-12-05,14.8,18.4
1802,2004-12-06,14.2,22.4
1803,2004-12-07,26.9,40
1804,2004-12-08,31.3,39.8
1805,2004-12-09,27.9,33.6
1806,2004-12-10,32.6,38.4
1807,2004-12-11,29.2,46
1808,2004-12-12,39.6,41.4
1809,2004-12-13,34.9,46.9
1810,2004-12-14,19.9,28.2
1811,2004-12-15,24.7,34.6
1812,2004-12-16,14,18.9
1813,2004-12-17,12.5,15.1
1814,2004-12-18,14.4,19.6
1815,2004-12-19,13,18.2
1816,2004-12-20,20,33.6
1817,2004-12-21,18.3,23
1818,2004-12-22,8.4,12
1819,2004-12-23,17.2,23
1820,2004-12-24,14.3,18.2
1821,2004-12-25,13.3,15.3
1822,2004-12-26,14.4,16.9
1823,2004-12-27,13.5,19.3
1824,2004-12-28,12.2,12.7
1825,2004-12-29,17.6,21.1
1826,2004-12-30,13.6,17.7
1827,2004-12-31,15.9,14.8
